,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
9002,Male,16,No,Quiet,6.85,4.4,28.3,51.6,44.4,34.4,41.0,Fail,289.1,48.18333333333334
9003,Female,16,Yes,Noisy,6.65,3.0,32.3,41.8,38.8,41.6,38.0,Fail,272.6,45.43333333333334
9004,Male,18,Yes,Noisy,6.21,3.1,42.8,60.9,39.6,54.5,49.7,Fail,343.7,57.28333333333333
9005,Female,16,Yes,Quiet,8.15,2.7,41.6,28.5,30.5,35.8,33.9,Fail,245.7,40.949999999999996
9006,Female,18,Yes,Moderate,7.88,3.5,39.7,42.8,52.0,48.2,48.7,Fail,316.5,52.75
9007,Male,15,Yes,Quiet,6.85,5.3,38.9,38.9,45.3,31.6,37.2,Fail,265.09999999999997,44.18333333333333
9008,Female,15,No,Moderate,6.21,2.5,53.0,38.4,52.6,60.5,52.6,Pass,314.3,52.38333333333333
9009,Male,16,Yes,Noisy,6.2,2.7,60.0,61.9,58.5,71.4,60.5,Pass,385.1,64.18333333333334
9010,Male,16,Yes,Moderate,6.14,0.0,52.7,50.9,57.5,44.2,51.3,Pass,305.1,50.85
9011,Male,17,Yes,Moderate,6.51,3.1,46.9,38.1,34.0,37.0,39.0,Fail,266.6,44.43333333333334
9012,Female,17,Yes,Noisy,6.44,1.3,36.8,39.3,43.7,47.2,39.6,Fail,271.0,45.166666666666664
9013,Female,16,Yes,Quiet,6.26,2.2,49.9,41.9,44.1,39.6,42.2,Fail,301.0,50.166666666666664
9014,Male,16,Yes,Quiet,8.12,3.2,55.1,64.4,44.7,58.4,53.0,Pass,365.90000000000003,60.98333333333334
9015,Male,15,Yes,Quiet,8.59,0.1,42.3,53.0,54.4,44.8,48.6,Fail,297.0,49.5
9016,Female,16,Yes,Moderate,5.91,3.2,59.3,64.8,53.6,69.4,60.5,Pass,383.6,63.93333333333334
9017,Female,17,No,Noisy,6.43,2.9,24.7,34.3,41.9,31.5,30.8,Fail,239.40000000000003,39.900000000000006
9018,Female,15,Yes,Moderate,6.05,3.6,54.7,38.1,44.2,37.7,46.2,Fail,310.79999999999995,51.79999999999999
9019,Male,18,Yes,Noisy,7.32,1.5,53.2,48.1,61.1,66.1,58.4,Pass,370.4,61.73333333333333
9020,Male,17,Yes,Moderate,6.66,4.2,48.8,45.3,66.4,63.8,60.4,Pass,371.5,61.916666666666664
9021,Male,17,Yes,Moderate,5.97,3.0,29.5,55.7,42.0,41.9,43.3,Fail,288.29999999999995,48.04999999999999
9022,Male,15,No,Moderate,8.65,1.4,53.6,40.8,37.0,39.7,43.2,Fail,266.1,44.35
9023,Male,18,No,Noisy,7.49,0.4,57.9,56.5,54.6,43.2,51.0,Pass,322.4,53.73333333333333
9024,Female,17,Yes,Quiet,6.02,1.7,49.1,60.6,36.4,53.4,51.3,Pass,327.3,54.550000000000004
9025,Male,16,Yes,Quiet,8.51,3.8,46.6,54.9,54.7,56.0,53.5,Pass,316.8,52.800000000000004
9026,Female,17,Yes,Quiet,5.85,3.2,58.4,71.3,66.6,80.2,70.5,Pass,409.4,68.23333333333333
9027,Female,15,Yes,Noisy,7.61,0.0,56.5,54.1,42.5,59.2,54.0,Pass,330.9,55.15
9028,Male,15,No,Noisy,9.42,2.0,72.3,56.6,43.7,48.7,57.0,Pass,346.8,57.800000000000004
9029,Female,15,Yes,Quiet,6.87,2.7,38.5,57.6,50.4,29.2,40.9,Fail,292.4,48.73333333333333
9030,Male,17,Yes,Noisy,6.71,5.4,27.9,41.3,21.7,29.8,28.8,Fail,224.3,37.38333333333333
9031,Female,18,Yes,Moderate,7.17,4.4,46.5,57.6,54.0,60.2,53.1,Pass,350.6,58.43333333333334
9032,Male,16,Yes,Moderate,9.23,2.2,45.0,40.3,45.1,35.9,41.0,Fail,263.40000000000003,43.900000000000006
9033,Male,15,No,Noisy,8.48,2.8,18.5,39.8,20.1,12.2,20.9,Fail,175.6,29.266666666666666
9034,Female,18,Yes,Moderate,6.56,0.5,46.9,68.0,53.5,57.3,56.9,Pass,359.5,59.916666666666664
9035,Male,16,Yes,Moderate,7.3,0.0,71.5,72.2,53.1,55.8,64.1,Pass,369.5999999999999,61.59999999999999
9036,Female,15,Yes,Quiet,7.92,1.9,74.7,49.8,50.3,48.8,56.3,Pass,361.20000000000005,60.20000000000001
9037,Male,16,Yes,Quiet,6.57,4.0,43.6,26.3,37.3,45.2,36.8,Fail,260.9,43.48333333333333
9038,Male,16,Yes,Moderate,5.87,2.8,56.8,45.2,47.1,58.3,55.0,Pass,312.79999999999995,52.133333333333326
9039,Male,18,Yes,Quiet,8.08,1.4,43.0,46.1,29.4,38.4,36.6,Fail,276.1,46.01666666666667
9040,Female,16,Yes,Moderate,7.51,3.9,33.5,28.3,50.7,40.0,39.3,Fail,265.3,44.21666666666667
9041,Female,15,No,Moderate,7.32,5.2,38.6,41.8,24.0,43.0,38.8,Fail,283.29999999999995,47.21666666666666
9042,Male,18,Yes,Moderate,8.11,0.3,31.2,39.8,44.2,25.6,38.0,Fail,266.0,44.333333333333336
9043,Female,17,Yes,Moderate,5.85,2.4,62.8,67.6,66.1,56.6,64.2,Pass,362.99999999999994,60.49999999999999
9044,Male,17,No,Noisy,6.77,1.7,58.4,57.1,63.6,46.0,54.3,Pass,345.4,57.56666666666666
9045,Female,18,Yes,Quiet,9.64,2.6,42.4,48.4,30.7,35.1,36.7,Fail,265.6,44.26666666666667
9046,Female,17,Yes,Moderate,7.57,1.8,14.6,31.7,27.0,6.9,20.9,Fail,175.2,29.2
9047,Male,16,Yes,Noisy,7.63,6.7,35.9,32.4,31.6,29.2,30.6,Fail,215.79999999999998,35.96666666666666
9048,Male,15,Yes,Quiet,7.11,2.3,45.4,56.5,54.3,38.6,50.8,Pass,316.9,52.81666666666666
9049,Male,16,No,Quiet,5.16,3.0,38.9,60.7,53.8,44.3,49.3,Fail,312.8,52.13333333333333
9050,Male,18,Yes,Moderate,6.18,2.8,52.9,46.7,41.6,51.8,47.7,Fail,298.0,49.666666666666664
9051,Male,15,Yes,Moderate,7.91,0.6,33.1,41.2,42.0,47.0,39.9,Fail,265.8,44.300000000000004
9052,Female,18,Yes,Quiet,6.46,2.8,36.0,35.4,25.6,24.3,30.6,Fail,214.8,35.800000000000004
9053,Female,18,Yes,Moderate,6.83,0.3,53.8,59.6,46.0,54.5,55.5,Pass,367.0,61.166666666666664
9054,Male,18,Yes,Moderate,7.29,5.2,73.5,59.0,53.3,71.0,65.0,Pass,409.4,68.23333333333333
9055,Male,16,Yes,Moderate,6.02,3.9,47.8,28.5,29.8,24.1,32.4,Fail,237.0,39.5
9056,Male,15,Yes,Moderate,5.72,1.6,77.1,94.0,90.7,70.4,82.8,Pass,459.70000000000005,76.61666666666667
9057,Female,15,Yes,Moderate,6.99,2.2,63.7,71.1,52.1,49.8,55.8,Pass,383.6,63.93333333333334
9058,Male,15,Yes,Moderate,6.63,4.0,37.5,25.4,34.7,24.5,29.4,Fail,191.1,31.849999999999998
9059,Male,16,Yes,Moderate,7.23,2.9,57.7,50.5,52.6,38.5,48.9,Fail,298.90000000000003,49.81666666666667
9060,Female,17,Yes,Moderate,5.57,0.0,83.3,90.2,88.0,85.7,86.7,Pass,481.09999999999997,80.18333333333332
9061,Female,16,Yes,Moderate,6.47,2.8,46.6,60.9,49.1,41.8,49.7,Fail,303.99999999999994,50.66666666666666
9062,Female,16,Yes,Noisy,7.69,4.1,62.1,55.6,51.8,41.6,52.0,Pass,358.3,59.71666666666667
9063,Female,18,Yes,Moderate,9.95,0.0,55.5,51.7,59.6,65.8,57.7,Pass,372.0,62.0
9064,Male,15,Yes,Moderate,7.12,2.7,73.0,59.2,59.9,49.0,59.6,Pass,374.6,62.43333333333334
9065,Female,15,Yes,Quiet,7.67,1.2,49.4,50.6,37.4,55.0,47.2,Fail,309.70000000000005,51.616666666666674
9066,Female,17,Yes,Noisy,7.49,4.4,33.7,30.1,33.8,32.3,33.7,Fail,219.49999999999997,36.58333333333333
9067,Male,17,No,Moderate,7.29,1.8,49.6,59.2,44.4,56.5,51.4,Pass,343.40000000000003,57.23333333333334
9068,Male,18,Yes,Moderate,7.68,1.7,31.8,25.9,41.7,45.6,34.6,Fail,271.5,45.25
9069,Male,15,Yes,Moderate,6.04,3.7,63.0,65.7,59.5,60.8,62.2,Pass,394.7,65.78333333333333
9070,Female,17,Yes,Quiet,6.64,1.2,46.5,58.5,42.2,44.3,48.4,Fail,319.2,53.199999999999996
9071,Male,17,Yes,Moderate,7.25,2.6,54.3,55.7,48.2,49.3,54.5,Pass,347.1,57.85
9072,Female,15,Yes,Quiet,6.03,2.9,52.2,72.7,64.3,42.7,56.5,Pass,359.4,59.9
9073,Female,16,Yes,Quiet,7.43,2.2,78.0,72.3,49.4,54.7,67.4,Pass,362.00000000000006,60.33333333333334
9074,Female,17,Yes,Quiet,5.08,0.5,54.7,55.1,66.1,69.3,60.6,Pass,392.9,65.48333333333333
9075,Male,15,Yes,Quiet,7.81,1.2,37.7,30.4,28.9,37.3,34.8,Fail,223.40000000000003,37.23333333333334
9076,Female,17,Yes,Quiet,6.85,2.3,25.4,44.2,52.2,54.5,40.3,Fail,287.0,47.833333333333336
9077,Male,18,Yes,Moderate,7.69,0.0,44.2,70.9,53.6,48.1,56.1,Pass,370.1,61.68333333333334
9078,Male,17,Yes,Moderate,8.0,2.6,34.7,22.0,30.4,29.5,30.4,Fail,216.6,36.1
9079,Male,15,Yes,Quiet,8.41,2.1,36.3,53.2,64.7,47.7,53.5,Pass,350.0,58.333333333333336
9080,Female,17,Yes,Moderate,7.27,3.4,66.9,54.1,56.3,58.3,60.0,Pass,367.90000000000003,61.31666666666667
9081,Female,18,Yes,Moderate,5.27,3.5,49.2,57.2,49.3,49.4,51.7,Pass,314.3,52.38333333333333
9082,Female,18,Yes,Quiet,5.24,0.8,30.1,26.8,26.2,41.0,31.6,Fail,224.5,37.416666666666664
9083,Male,17,Yes,Quiet,5.74,1.7,86.8,72.9,60.5,71.1,71.5,Pass,424.79999999999995,70.8
9084,Female,17,Yes,Quiet,7.72,1.1,36.2,38.5,38.0,30.6,35.5,Fail,265.1,44.18333333333334
9085,Female,18,Yes,Noisy,5.59,1.7,47.3,60.9,48.7,57.9,56.1,Pass,338.2,56.36666666666667
9086,Female,18,Yes,Noisy,6.77,2.1,54.7,64.4,70.0,50.4,62.2,Pass,382.50000000000006,63.75000000000001
9087,Female,16,Yes,Moderate,6.58,4.2,62.8,66.9,74.9,68.8,68.2,Pass,417.5,69.58333333333333
9088,Female,16,Yes,Moderate,7.36,1.6,59.3,52.8,51.4,49.8,54.7,Pass,310.4,51.73333333333333
9089,Male,18,No,Moderate,7.72,3.8,43.5,33.2,35.9,46.9,41.1,Fail,259.5,43.25
9090,Male,17,Yes,Quiet,7.09,2.9,56.7,39.8,51.8,57.5,50.3,Pass,326.8,54.46666666666667
9091,Male,15,Yes,Noisy,7.8,4.6,45.2,66.8,62.5,49.6,57.0,Pass,345.8,57.63333333333333
9092,Male,17,Yes,Quiet,5.9,2.0,51.6,36.1,33.6,28.3,37.7,Fail,259.70000000000005,43.28333333333334
9093,Female,17,Yes,Moderate,8.02,1.3,49.1,42.5,41.8,42.6,42.2,Fail,296.6,49.43333333333334
9094,Male,16,Yes,Moderate,7.13,2.7,31.6,50.2,39.5,52.3,44.9,Fail,304.70000000000005,50.78333333333334
9095,Female,16,Yes,Moderate,7.76,0.1,71.1,53.2,59.9,60.1,60.9,Pass,380.2,63.36666666666667
9096,Male,16,No,Moderate,6.48,2.7,38.8,46.0,48.3,46.6,46.8,Fail,298.3,49.71666666666667
9097,Male,18,Yes,Moderate,4.95,3.3,31.4,37.4,31.1,40.9,33.8,Fail,253.60000000000002,42.26666666666667
9098,Male,18,Yes,Quiet,7.67,4.1,44.0,46.5,44.2,44.9,43.4,Fail,283.8,47.300000000000004
9099,Female,17,Yes,Quiet,6.86,3.1,63.0,51.9,70.6,64.7,63.3,Pass,387.0,64.5
9100,Female,17,Yes,Noisy,8.2,2.3,55.5,52.5,42.9,52.9,51.6,Pass,331.7,55.28333333333333
9101,Male,15,Yes,Moderate,7.42,5.4,58.4,45.4,54.6,51.1,51.6,Pass,332.6,55.43333333333334
9102,Female,17,Yes,Noisy,9.95,2.5,59.0,50.1,54.2,53.9,52.7,Pass,339.6,56.6
9103,Male,17,Yes,Moderate,8.27,0.9,76.6,81.8,72.8,63.2,71.9,Pass,446.59999999999997,74.43333333333332
9104,Male,16,Yes,Moderate,6.75,2.4,44.0,54.5,43.7,42.7,47.6,Fail,287.7,47.949999999999996
9105,Male,16,Yes,Moderate,5.42,0.5,45.2,45.9,50.8,53.5,45.9,Fail,298.79999999999995,49.79999999999999
9106,Female,16,Yes,Quiet,6.13,0.6,79.8,78.2,75.1,57.0,73.9,Pass,430.9,71.81666666666666
9107,Male,16,Yes,Moderate,6.06,2.9,78.0,71.1,63.3,75.7,72.2,Pass,446.4,74.39999999999999
9108,Male,16,Yes,Noisy,6.48,0.5,45.5,48.9,42.2,50.4,46.4,Fail,282.1,47.01666666666667
9109,Male,15,No,Noisy,6.87,1.6,44.2,39.4,38.5,44.1,40.4,Fail,291.8,48.63333333333333
9110,Female,15,Yes,Moderate,7.32,0.7,56.0,62.6,44.8,40.3,48.8,Fail,343.7,57.28333333333333
9111,Male,15,Yes,Moderate,8.37,2.7,28.9,35.6,40.8,33.6,37.5,Fail,249.60000000000002,41.6
9112,Female,16,Yes,Noisy,6.13,1.4,44.3,40.9,38.1,38.2,42.9,Fail,258.7,43.11666666666667
9113,Male,18,Yes,Moderate,5.61,3.3,42.8,39.6,53.0,51.6,47.5,Fail,279.6,46.6
9114,Female,16,Yes,Noisy,7.83,3.2,60.2,43.1,33.5,50.0,44.3,Fail,331.1,55.18333333333334
9115,Male,16,Yes,Moderate,8.33,0.5,33.1,37.2,26.7,37.5,37.0,Fail,223.4,37.233333333333334
9116,Male,15,Yes,Noisy,6.51,3.9,46.5,46.9,46.2,43.5,47.8,Fail,293.3,48.88333333333333
9117,Female,16,Yes,Quiet,8.04,2.2,40.7,43.0,41.6,49.7,47.2,Fail,264.8,44.13333333333333
9118,Female,15,Yes,Moderate,7.77,0.7,62.2,69.6,65.3,61.3,67.3,Pass,364.70000000000005,60.78333333333334
9119,Male,16,Yes,Quiet,5.29,3.1,39.3,39.7,39.8,19.2,34.6,Fail,252.8,42.13333333333333
9120,Female,17,Yes,Moderate,6.36,5.1,10.4,36.9,16.8,32.0,24.1,Fail,181.39999999999998,30.23333333333333
9121,Male,18,Yes,Moderate,6.52,2.2,53.2,66.9,47.0,61.4,52.1,Pass,363.40000000000003,60.56666666666667
9122,Male,18,Yes,Quiet,8.99,0.0,57.6,57.9,69.6,57.5,63.0,Pass,370.40000000000003,61.73333333333334
9123,Male,15,Yes,Moderate,7.51,3.9,35.1,37.7,26.4,46.4,35.1,Fail,269.0,44.833333333333336
9124,Female,17,Yes,Quiet,6.5,4.9,45.2,43.1,39.5,41.6,41.3,Fail,275.79999999999995,45.96666666666666
9125,Male,18,Yes,Quiet,6.3,0.9,43.7,66.3,49.8,58.0,56.3,Pass,358.5,59.75
9126,Female,15,Yes,Quiet,5.43,1.3,44.4,58.1,49.9,39.5,49.8,Fail,296.8,49.46666666666667
9127,Male,16,Yes,Moderate,8.07,2.6,56.4,50.6,56.4,53.7,58.8,Pass,334.1,55.68333333333334
9128,Female,16,Yes,Quiet,7.4,0.0,52.3,58.4,51.5,61.3,54.9,Pass,334.0,55.666666666666664
9129,Female,17,Yes,Quiet,7.62,5.6,77.1,76.0,82.3,83.5,79.8,Pass,459.3,76.55
9130,Male,18,Yes,Quiet,5.71,2.4,50.0,56.8,48.6,43.9,50.7,Pass,295.3,49.21666666666667
9131,Female,16,Yes,Quiet,7.74,2.6,24.7,25.7,45.6,38.0,39.2,Fail,228.0,38.0
9132,Male,15,Yes,Quiet,6.76,3.0,46.5,60.2,62.7,62.4,56.5,Pass,343.6,57.26666666666667
9133,Male,16,Yes,Moderate,6.27,2.1,47.5,55.5,56.4,52.9,50.9,Pass,362.2,60.36666666666667
9134,Male,16,Yes,Moderate,7.51,1.7,53.1,39.0,57.4,44.9,49.1,Fail,311.4,51.9
9135,Male,18,Yes,Noisy,5.8,1.1,73.3,74.2,70.5,72.8,72.5,Pass,427.3,71.21666666666667
9136,Male,18,Yes,Quiet,7.18,0.7,59.3,53.6,52.4,57.7,58.4,Pass,362.59999999999997,60.43333333333333
9137,Female,15,Yes,Noisy,6.73,3.1,47.3,54.8,54.2,49.5,52.2,Pass,321.1,53.51666666666667
9138,Male,17,Yes,Quiet,8.07,4.5,59.5,39.4,46.4,43.7,47.1,Fail,310.6,51.76666666666667
9139,Female,17,Yes,Quiet,7.89,3.9,64.4,76.6,70.9,61.5,67.7,Pass,421.0,70.16666666666667
9140,Female,16,Yes,Quiet,7.09,2.1,69.1,67.6,67.4,71.2,69.6,Pass,424.0,70.66666666666667
9141,Male,15,Yes,Quiet,7.28,2.2,90.1,100.0,86.5,100.0,93.8,Pass,539.9000000000001,89.98333333333335
9142,Female,17,Yes,Moderate,7.6,4.9,43.0,32.4,50.7,53.7,44.7,Fail,296.1,49.35
9143,Male,17,Yes,Moderate,6.99,1.3,55.5,45.7,43.7,46.4,45.6,Fail,312.2,52.03333333333333
9144,Female,16,Yes,Noisy,6.18,0.0,63.4,73.3,86.9,79.1,75.5,Pass,456.1,76.01666666666667
9145,Female,15,No,Noisy,6.52,2.9,40.2,3.7,25.7,23.6,24.4,Fail,192.70000000000002,32.11666666666667
9146,Female,17,Yes,Moderate,5.78,3.8,54.3,30.9,51.2,55.3,45.4,Fail,309.4,51.56666666666666
9147,Male,18,Yes,Moderate,7.93,0.0,39.7,50.7,44.5,35.6,43.4,Fail,269.8,44.96666666666667
9148,Female,18,Yes,Moderate,7.4,3.1,46.2,39.4,54.6,42.1,45.8,Fail,306.5,51.083333333333336
9149,Male,16,Yes,Noisy,6.58,0.8,33.3,25.0,39.8,28.4,29.3,Fail,207.60000000000002,34.6
9150,Female,16,Yes,Moderate,6.28,0.4,48.5,47.8,38.2,69.9,53.1,Pass,327.9,54.65
9151,Female,16,Yes,Quiet,7.24,2.1,27.9,32.3,42.9,35.2,29.8,Fail,240.3,40.050000000000004
9152,Female,16,Yes,Moderate,5.59,0.8,27.4,41.8,40.7,47.9,38.4,Fail,244.2,40.699999999999996
9153,Female,17,Yes,Moderate,5.93,0.0,67.8,52.9,63.0,53.6,58.2,Pass,354.5,59.083333333333336
9154,Male,15,Yes,Moderate,6.98,2.7,36.9,48.0,56.1,48.7,47.5,Fail,326.4,54.4
9155,Male,16,Yes,Noisy,9.44,2.4,62.0,56.3,62.0,63.0,59.6,Pass,360.6,60.1
9156,Female,16,Yes,Moderate,7.45,0.0,63.8,71.7,66.7,67.7,68.2,Pass,416.79999999999995,69.46666666666665
9157,Female,17,Yes,Noisy,7.19,0.4,71.1,71.4,59.0,69.8,68.7,Pass,392.1,65.35000000000001
9158,Male,16,Yes,Noisy,5.83,3.2,21.6,20.3,35.8,34.1,31.6,Fail,192.5,32.083333333333336
9159,Male,16,Yes,Quiet,6.07,3.3,51.2,63.9,55.1,78.3,60.9,Pass,390.59999999999997,65.1
9160,Male,15,Yes,Quiet,8.36,0.0,73.5,72.6,64.3,78.5,71.7,Pass,447.29999999999995,74.55
9161,Male,18,Yes,Quiet,6.54,0.6,51.2,43.9,46.9,47.2,46.2,Fail,305.59999999999997,50.93333333333333
9162,Female,16,No,Noisy,7.07,2.4,57.2,51.1,57.8,61.3,56.3,Pass,359.6,59.93333333333334
9163,Female,17,Yes,Quiet,7.59,3.1,45.0,24.1,26.9,34.8,32.7,Fail,253.6,42.266666666666666
9164,Male,15,Yes,Moderate,6.58,3.1,31.1,36.0,19.5,25.4,27.7,Fail,206.6,34.43333333333333
9165,Male,17,Yes,Moderate,6.49,3.4,41.5,44.3,37.8,42.5,39.0,Fail,276.2,46.03333333333333
9166,Male,15,Yes,Moderate,5.28,1.4,55.9,54.7,56.5,47.9,52.9,Pass,334.5,55.75
9167,Male,15,Yes,Quiet,5.78,2.8,48.5,32.6,35.7,39.9,34.8,Fail,250.3,41.71666666666667
9168,Male,16,Yes,Quiet,7.59,1.9,53.7,50.8,58.5,60.6,56.4,Pass,327.3,54.550000000000004
9169,Male,16,Yes,Quiet,6.56,1.7,40.1,36.2,32.7,34.5,37.6,Fail,238.0,39.666666666666664
9170,Female,16,Yes,Moderate,7.67,0.2,67.2,50.0,55.0,48.7,55.9,Pass,364.09999999999997,60.68333333333333
9171,Female,18,Yes,Quiet,5.42,2.9,69.0,53.6,67.6,59.1,63.7,Pass,407.4,67.89999999999999
9172,Female,18,No,Noisy,7.81,0.0,67.2,90.0,63.4,65.9,71.5,Pass,411.8,68.63333333333334
9173,Male,17,No,Quiet,6.96,0.7,40.5,34.8,39.2,49.2,41.8,Fail,286.6,47.76666666666667
9174,Male,16,Yes,Moderate,5.53,3.5,62.1,51.5,54.6,34.0,51.5,Pass,320.1,53.35
9175,Male,18,Yes,Noisy,8.13,2.3,73.6,67.3,71.2,80.1,74.8,Pass,459.79999999999995,76.63333333333333
9176,Female,16,Yes,Moderate,5.59,4.1,30.1,35.6,35.6,47.6,33.8,Fail,252.2,42.03333333333333
9177,Male,18,Yes,Quiet,8.08,2.0,7.9,29.0,9.6,23.2,17.9,Fail,147.6,24.599999999999998
9178,Male,18,Yes,Noisy,6.97,1.7,45.0,31.2,46.1,33.3,40.3,Fail,268.90000000000003,44.81666666666667
9179,Female,15,No,Quiet,6.11,4.2,63.5,53.3,55.8,42.0,54.1,Pass,316.4,52.73333333333333
9180,Male,16,Yes,Quiet,8.85,1.9,37.6,50.0,40.2,39.1,39.3,Fail,278.4,46.4
9181,Female,16,Yes,Quiet,7.41,2.9,53.9,53.0,59.3,65.6,58.5,Pass,355.79999999999995,59.29999999999999
9182,Female,18,Yes,Quiet,8.21,2.3,53.0,54.0,66.0,45.3,54.3,Pass,338.1,56.35
9183,Male,16,Yes,Moderate,7.43,2.7,40.6,50.1,53.8,60.5,48.0,Fail,313.5,52.25
9184,Female,18,Yes,Moderate,6.78,2.2,39.8,43.5,38.7,47.3,42.2,Fail,269.6,44.93333333333334
9185,Male,16,Yes,Moderate,6.13,3.8,64.6,65.9,68.2,65.4,62.3,Pass,400.80000000000007,66.80000000000001
9186,Female,15,Yes,Quiet,6.82,2.6,17.1,40.7,46.5,38.1,37.1,Fail,250.7,41.78333333333333
9187,Male,16,No,Moderate,7.16,2.0,31.7,49.4,42.7,46.1,43.0,Fail,279.7,46.61666666666667
9188,Female,15,No,Quiet,7.82,2.9,67.0,62.3,70.2,62.7,62.8,Pass,400.5,66.75
9189,Male,17,Yes,Quiet,6.61,0.2,68.6,71.9,60.8,61.8,66.2,Pass,397.9,66.31666666666666
9190,Female,16,Yes,Quiet,7.51,4.0,49.9,34.2,32.0,39.9,41.1,Fail,263.5,43.916666666666664
9191,Female,16,Yes,Moderate,8.68,0.2,55.5,50.2,55.0,62.0,52.7,Pass,335.0,55.833333333333336
9192,Female,16,Yes,Moderate,7.16,1.5,67.8,42.5,56.3,59.1,55.5,Pass,367.4,61.23333333333333
9193,Male,15,Yes,Quiet,5.04,1.8,39.6,52.3,42.4,51.3,44.7,Fail,330.3,55.050000000000004
9194,Male,16,Yes,Noisy,7.05,2.9,28.9,38.3,28.9,43.3,37.9,Fail,211.29999999999998,35.21666666666666
9195,Female,16,Yes,Quiet,6.91,4.9,27.6,16.5,41.6,24.1,23.3,Fail,199.40000000000003,33.23333333333334
9196,Male,18,Yes,Moderate,6.87,4.0,56.0,55.9,76.2,42.4,55.5,Pass,353.4,58.9
9197,Female,17,Yes,Quiet,5.4,0.3,46.6,44.7,25.1,38.2,39.1,Fail,266.1,44.35
9198,Male,15,Yes,Moderate,7.28,1.2,40.8,71.2,50.6,55.4,54.1,Pass,372.1,62.01666666666667
9199,Female,18,No,Moderate,6.47,0.4,66.3,54.0,61.9,60.1,61.0,Pass,374.09999999999997,62.349999999999994
9200,Male,15,No,Moderate,6.89,0.6,59.6,67.6,52.0,44.9,54.2,Pass,343.1,57.18333333333334
9201,Female,18,Yes,Quiet,7.95,1.6,54.1,44.4,47.9,56.1,53.9,Pass,335.59999999999997,55.93333333333333
9202,Female,17,Yes,Moderate,6.19,4.5,48.0,44.4,40.2,47.6,46.5,Fail,309.20000000000005,51.53333333333334
9203,Female,18,Yes,Moderate,6.9,2.1,47.2,43.9,46.5,31.3,46.5,Fail,276.3,46.050000000000004
9204,Female,15,Yes,Moderate,6.8,2.3,39.4,37.2,34.0,37.0,37.1,Fail,253.39999999999998,42.23333333333333
9205,Male,16,Yes,Quiet,6.83,2.8,78.7,64.7,69.4,70.5,73.7,Pass,426.3,71.05
9206,Female,16,Yes,Quiet,6.56,1.1,56.5,32.7,58.0,56.3,50.4,Pass,348.1,58.01666666666667
9207,Male,17,Yes,Quiet,6.61,2.4,54.7,54.6,59.0,53.1,57.8,Pass,351.29999999999995,58.54999999999999
9208,Male,15,Yes,Quiet,8.68,2.9,46.9,56.5,43.2,56.6,53.5,Pass,333.50000000000006,55.58333333333334
9209,Female,15,Yes,Quiet,6.58,6.2,25.7,22.0,15.0,20.1,22.5,Fail,166.3,27.71666666666667
9210,Male,15,Yes,Quiet,7.27,3.9,34.5,25.6,16.4,36.1,31.2,Fail,220.7,36.78333333333333
9211,Male,17,Yes,Moderate,7.1,5.0,31.5,37.7,46.7,44.3,38.0,Fail,266.0,44.333333333333336
9212,Male,16,Yes,Moderate,7.07,2.5,53.7,60.2,49.6,30.8,44.1,Fail,304.5,50.75
9213,Female,18,Yes,Moderate,7.48,3.3,49.8,54.4,59.6,57.5,52.3,Pass,334.9,55.81666666666666
9214,Male,17,Yes,Moderate,6.37,2.9,38.3,58.9,45.0,56.5,45.5,Fail,317.4,52.9
9215,Male,18,Yes,Moderate,8.4,0.0,50.9,42.1,53.9,38.5,44.5,Fail,297.6,49.6
9216,Female,16,Yes,Moderate,6.08,0.0,70.2,69.9,60.7,78.5,69.5,Pass,404.3,67.38333333333334
9217,Female,17,Yes,Noisy,6.84,0.8,22.4,24.0,35.8,38.8,28.2,Fail,205.6,34.266666666666666
9218,Male,16,Yes,Moderate,5.81,4.4,69.8,60.9,39.9,60.3,54.9,Pass,358.9,59.81666666666666
9219,Female,18,Yes,Moderate,7.9,1.9,68.5,52.8,59.1,40.3,58.9,Pass,351.0,58.5
9220,Male,15,Yes,Noisy,6.08,3.7,54.9,58.7,60.5,58.8,58.0,Pass,370.29999999999995,61.71666666666666
9221,Male,15,Yes,Quiet,7.76,4.5,24.8,48.7,40.0,50.9,44.6,Fail,280.9,46.81666666666666
9222,Male,18,Yes,Moderate,7.26,0.6,56.9,41.2,51.2,51.3,51.6,Pass,305.8,50.96666666666667
9223,Female,15,Yes,Quiet,7.18,4.7,51.6,60.1,35.8,40.5,43.0,Fail,309.6,51.6
9224,Male,18,Yes,Noisy,8.12,0.8,53.1,58.1,61.5,45.9,56.3,Pass,332.0,55.333333333333336
9225,Female,17,Yes,Moderate,6.4,2.2,23.4,20.2,32.8,26.8,27.9,Fail,216.6,36.1
9226,Female,17,Yes,Moderate,8.47,0.9,56.0,51.9,67.8,70.8,60.7,Pass,391.6,65.26666666666667
9227,Male,17,Yes,Moderate,6.62,2.9,53.3,53.9,56.7,54.5,56.3,Pass,335.8,55.96666666666667
9228,Female,15,Yes,Moderate,7.43,2.3,34.2,7.3,24.9,20.2,22.9,Fail,167.0,27.833333333333332
9229,Female,16,Yes,Moderate,6.81,3.7,23.3,27.5,34.6,27.6,26.8,Fail,191.8,31.96666666666667
